nom,genre,prenom,nom_famille,date_naissance,lieu_naissance,circonscription,sycomore_id,wikidata,frwiki
Francis Vercamer,masculin,Francis,Vercamer,1958-05-10T00:00:00Z,Lille,septième circonscription du Nord,10785,http://www.wikidata.org/entity/Q3081737,https://fr.wikipedia.org/wiki/Francis%20Vercamer
Franck Marlin,masculin,Franck,Marlin,1964-09-30T00:00:00Z,Orléans,deuxième circonscription de l'Essonne,5010,http://www.wikidata.org/entity/Q3082207,https://fr.wikipedia.org/wiki/Franck%20Marlin
Jean Leonetti,masculin,Jean,Leonetti,1948-07-09T00:00:00Z,Marseille,septième circonscription des Alpes-Maritimes,7769,http://www.wikidata.org/entity/Q3083582,https://fr.wikipedia.org/wiki/Jean%20Leonetti
François André,masculin,François,André,1967-07-19T00:00:00Z,Pontivy,troisième circonscription d'Ille-et-Vilaine,18336,http://www.wikidata.org/entity/Q3083802,https://fr.wikipedia.org/wiki/Fran%C3%A7ois%20Andr%C3%A9%20%28homme%20politique%29
François Asensi,masculin,François,Asensi,1945-06-01T00:00:00Z,Santander,onzième circonscription de la Seine-Saint-Denis,216,http://www.wikidata.org/entity/Q3083854,https://fr.wikipedia.org/wiki/Fran%C3%A7ois%20Asensi
François Cornut-Gentille,masculin,François,Cornut-Gentille,1958-05-22T00:00:00Z,Saint-Mandé,deuxième circonscription de la Haute-Marne,1983,http://www.wikidata.org/entity/Q3084310,https://fr.wikipedia.org/wiki/Fran%C3%A7ois%20Cornut-Gentille
François Loncle,masculin,François,Loncle,1941-10-21T00:00:00Z,Enghien-les-Bains,quatrième circonscription de l'Eure,7883,http://www.wikidata.org/entity/Q3085196,https://fr.wikipedia.org/wiki/Fran%C3%A7ois%20Loncle
François Pupponi,masculin,François,Pupponi,1962-07-31T00:00:00Z,Nantua,huitième circonscription du Val-d'Oise,17428,http://www.wikidata.org/entity/Q3085621,https://fr.wikipedia.org/wiki/Fran%C3%A7ois%20Pupponi
François Rochebloine,masculin,François,Rochebloine,1945-10-31T00:00:00Z,Saint-Chamond,troisième circonscription de la Loire,6035,http://www.wikidata.org/entity/Q3085724,https://fr.wikipedia.org/wiki/Fran%C3%A7ois%20Rochebloine
François Scellier,masculin,François,Scellier,1936-05-07T00:00:00Z,Amiens,sixième circonscription du Val-d'Oise,10770,http://www.wikidata.org/entity/Q3085814,https://fr.wikipedia.org/wiki/Fran%C3%A7ois%20Scellier
François Sauvadet,masculin,François,Sauvadet,1953-04-20T00:00:00Z,Dijon,quatrième circonscription de la Côte-d'Or,6312,http://www.wikidata.org/entity/Q3085816,https://fr.wikipedia.org/wiki/Fran%C3%A7ois%20Sauvadet
François Vannson,masculin,François,Vannson,1962-10-20T00:00:00Z,Épinal,troisième circonscription des Vosges,7412,http://www.wikidata.org/entity/Q3085979,https://fr.wikipedia.org/wiki/Fran%C3%A7ois%20Vannson
François de Mazières,masculin,François,de Mazières,1960-05-22T00:00:00Z,Tarbes,première circonscription des Yvelines,18480,http://www.wikidata.org/entity/Q3086255,https://fr.wikipedia.org/wiki/Fran%C3%A7ois%20de%20Mazi%C3%A8res
Françoise Descamps-Crosnier,féminin,Françoise,Descamps-Crosnier,1955-10-13T00:00:00Z,Mantes-la-Jolie,huitième circonscription des Yvelines,18404,http://www.wikidata.org/entity/Q3086455,https://fr.wikipedia.org/wiki/Fran%C3%A7oise%20Descamps-Crosnier
Françoise Dubois,féminin,Françoise,Dubois,1947-12-06T00:00:00Z,Coulans-sur-Gée,première circonscription de la Sarthe,18412,http://www.wikidata.org/entity/Q3086465,https://fr.wikipedia.org/wiki/Fran%C3%A7oise%20Dubois
Françoise Guégot,féminin,Françoise,Guégot,1962-08-11T00:00:00Z,Oullins,deuxième circonscription de la Seine-Maritime,17323,http://www.wikidata.org/entity/Q3086507,https://fr.wikipedia.org/wiki/Fran%C3%A7oise%20Gu%C3%A9got
Françoise Imbert,féminin,Françoise,Imbert,1947-09-16T00:00:00Z,Verdun-sur-Garonne,cinquième circonscription de la Haute-Garonne,3930,http://www.wikidata.org/entity/Q3086522,https://fr.wikipedia.org/wiki/Fran%C3%A7oise%20Imbert
Frédéric Barbier,masculin,Frédéric,Barbier,1960-08-30T00:00:00Z,Audincourt,quatrième circonscription du Doubs,,http://www.wikidata.org/entity/Q3089599,https://fr.wikipedia.org/wiki/Fr%C3%A9d%C3%A9ric%20Barbier%20%28homme%20politique%29
Frédéric Lefebvre,masculin,Frédéric,Lefebvre,1963-10-14T00:00:00Z,Neuilly-sur-Seine,première circonscription des Français établis hors de France,17394,http://www.wikidata.org/entity/Q3089967,https://fr.wikipedia.org/wiki/Fr%C3%A9d%C3%A9ric%20Lefebvre
Frédéric Reiss,masculin,Frédéric,Reiss,1949-11-12T00:00:00Z,Haguenau,huitième circonscription du Bas-Rhin,11046,http://www.wikidata.org/entity/Q3090161,https://fr.wikipedia.org/wiki/Fr%C3%A9d%C3%A9ric%20Reiss
Frédéric Roig,masculin,Frédéric,Roig,1969-05-18T00:00:00Z,Montpellier,quatrième circonscription de l'Hérault,18515,http://www.wikidata.org/entity/Q3090165,https://fr.wikipedia.org/wiki/Fr%C3%A9d%C3%A9ric%20Roig
Frédérique Massat,féminin,Frédérique,Massat,1964-01-14T00:00:00Z,Toulouse,première circonscription de l'Ariège,17353,http://www.wikidata.org/entity/Q3090390,https://fr.wikipedia.org/wiki/Fr%C3%A9d%C3%A9rique%20Massat
Gabriel Serville,masculin,Gabriel,Serville,1959-09-27T00:00:00Z,Cayenne,première circonscription de la Guyane,18529,http://www.wikidata.org/entity/Q3093959,https://fr.wikipedia.org/wiki/Gabriel%20Serville
Gabrielle Louis-Carabin,féminin,Gabrielle,Louis-Carabin,1946-02-20T00:00:00Z,Le Moule,deuxième circonscription de la Guadeloupe,10725,http://www.wikidata.org/entity/Q3094138,https://fr.wikipedia.org/wiki/Gabrielle%20Louis-Carabin
Geneviève Gosselin-Fleury,féminin,Geneviève,Gosselin-Fleury,1954-02-22T00:00:00Z,Cherbourg,quatrième circonscription de la Manche,18573,http://www.wikidata.org/entity/Q3100641,https://fr.wikipedia.org/wiki/Genevi%C3%A8ve%20Gosselin-Fleury
Geneviève Levy,féminin,Geneviève,Levy,1948-02-24T00:00:00Z,Marseille,première circonscription du Var,10723,http://www.wikidata.org/entity/Q3100672,https://fr.wikipedia.org/wiki/Genevi%C3%A8ve%20Levy
Philippe Gomès,masculin,Philippe,Gomès,1958-10-27T00:00:00Z,Alger,deuxième circonscription de Nouvelle-Calédonie,,http://www.wikidata.org/entity/Q3101372,https://fr.wikipedia.org/wiki/Philippe%20Gom%C3%A8s
Georges Ginesta,masculin,Georges,Ginesta,1942-07-08T00:00:00Z,Saint-Raphaël,cinquième circonscription du Var,10684,http://www.wikidata.org/entity/Q3102780,https://fr.wikipedia.org/wiki/Georges%20Ginesta
Gilbert Le Bris,masculin,Gilbert,Le Bris,1949-03-03T00:00:00Z,Concarneau,huitième circonscription du Finistère,7549,http://www.wikidata.org/entity/Q3105773,https://fr.wikipedia.org/wiki/Gilbert%20Le%20Bris
Gilles Bourdouleix,masculin,Gilles,Bourdouleix,1960-04-15T00:00:00Z,Angers,cinquième circonscription de Maine-et-Loire,10638,http://www.wikidata.org/entity/Q3106130,https://fr.wikipedia.org/wiki/Gilles%20Bourdouleix
Gilles Carrez,masculin,Gilles,Carrez,1948-08-29T00:00:00Z,Paris,cinquième circonscription du Val-de-Marne,1466,http://www.wikidata.org/entity/Q3106149,https://fr.wikipedia.org/wiki/Gilles%20Carrez
Gilles Lurton,masculin,Gilles,Lurton,1963-07-06T00:00:00Z,Saint-Malo,septième circonscription d'Ille-et-Vilaine,18474,http://www.wikidata.org/entity/Q3106366,https://fr.wikipedia.org/wiki/Gilles%20Lurton
Gisèle Biémouret,féminin,Gisèle,Biémouret,1952-06-16T00:00:00Z,Fleurance,deuxième circonscription du Gers,17272,http://www.wikidata.org/entity/Q3107809,https://fr.wikipedia.org/wiki/Gis%C3%A8le%20Bi%C3%A9mouret
Guillaume Bachelay,masculin,Guillaume,Bachelay,1974-07-13T00:00:00Z,Elbeuf,quatrième circonscription de la Seine-Maritime,18619,http://www.wikidata.org/entity/Q3119647,https://fr.wikipedia.org/wiki/Guillaume%20Bachelay
Guillaume Chevrollier,masculin,Guillaume,Chevrollier,1974-10-27T00:00:00Z,Château-Gontier,deuxième circonscription de la Mayenne,18390,http://www.wikidata.org/entity/Q3119753,https://fr.wikipedia.org/wiki/Guillaume%20Chevrollier
Guillaume Garot,masculin,Guillaume,Garot,1966-05-29T00:00:00Z,Laval,première circonscription de la Mayenne,17309,http://www.wikidata.org/entity/Q3119861,https://fr.wikipedia.org/wiki/Guillaume%20Garot
Guillaume Larrivé,masculin,Guillaume,Larrivé,1977-01-24T00:00:00Z,Mulhouse,première circonscription de l'Yonne,18455,http://www.wikidata.org/entity/Q3120008,https://fr.wikipedia.org/wiki/Guillaume%20Larriv%C3%A9
Guy-Michel Chauveau,masculin,Guy-Michel,Chauveau,1944-09-25T00:00:00Z,Irais,troisième circonscription de la Sarthe,1729,http://www.wikidata.org/entity/Q3121476,https://fr.wikipedia.org/wiki/Guy-Michel%20Chauveau
Guy Delcourt,masculin,Guy,Delcourt,1947-07-13T00:00:00Z,Palaiseau,troisième circonscription du Pas-de-Calais,17281,http://www.wikidata.org/entity/Q3121724,https://fr.wikipedia.org/wiki/Guy%20Delcourt%20%28homme%20politique%29
Guy Geoffroy,masculin,Guy,Geoffroy,1949-05-26T00:00:00Z,Paris,neuvième circonscription de Seine-et-Marne,10681,http://www.wikidata.org/entity/Q3121808,https://fr.wikipedia.org/wiki/Guy%20Geoffroy
Guénhaël Huet,masculin,Guénhaël,Huet,1956-07-30T00:00:00Z,Locmariaquer,deuxième circonscription de la Manche,17325,http://www.wikidata.org/entity/Q3122425,https://fr.wikipedia.org/wiki/Gu%C3%A9nha%C3%ABl%20Huet
Gwendal Rouillard,masculin,Gwendal,Rouillard,1976-04-20T00:00:00Z,Pontivy,cinquième circonscription du Morbihan,18300,http://www.wikidata.org/entity/Q3122538,https://fr.wikipedia.org/wiki/Gwendal%20Rouillard
Gérard Cherpion,masculin,Gérard,Cherpion,1948-03-15T00:00:00Z,Dombasle-sur-Meurthe,deuxième circonscription des Vosges,1769,http://www.wikidata.org/entity/Q3123839,https://fr.wikipedia.org/wiki/G%C3%A9rard%20Cherpion
Gérard Menuel,masculin,Gérard,Menuel,1952-05-07T00:00:00Z,Jasseines,troisième circonscription de l'Aube,10591,http://www.wikidata.org/entity/Q3124173,https://fr.wikipedia.org/wiki/G%C3%A9rard%20Menuel
Gérard Sebaoun,masculin,Gérard,Sebaoun,1950-11-28T00:00:00Z,Alger,quatrième circonscription du Val-d'Oise,18528,http://www.wikidata.org/entity/Q3124302,https://fr.wikipedia.org/wiki/G%C3%A9rard%20Sebaoun
Henri Guaino,masculin,Henri,Guaino,1957-03-11T00:00:00Z,Arles,troisième circonscription des Yvelines,18439,http://www.wikidata.org/entity/Q3131235,https://fr.wikipedia.org/wiki/Henri%20Guaino
Marietta Karamanli,féminin,Marietta,Karamanli,1964-12-18T00:00:00Z,Athènes,deuxième circonscription de la Sarthe,17333,http://www.wikidata.org/entity/Q3293018,https://fr.wikipedia.org/wiki/Marietta%20Karamanli
Martial Saddier,masculin,Martial,Saddier,1969-10-15T00:00:00Z,Bonneville,troisième circonscription de la Haute-Savoie,10767,http://www.wikidata.org/entity/Q3295273,https://fr.wikipedia.org/wiki/Martial%20Saddier
Martine Carrillon-Couvreur,féminin,Martine,Carrillon-Couvreur,1948-03-21T00:00:00Z,Lyon,première circonscription de la Nièvre,10642,http://www.wikidata.org/entity/Q3295753,https://fr.wikipedia.org/wiki/Martine%20Carrillon-Couvreur
Martine Lignières-Cassou,féminin,Martine,Lignières-Cassou,1952-02-22T00:00:00Z,Alger,première circonscription des Pyrénées-Atlantiques,7851,http://www.wikidata.org/entity/Q3295803,https://fr.wikipedia.org/wiki/Martine%20Ligni%C3%A8res-Cassou
Martine Martinel,féminin,Martine,Martinel,1953-09-26T00:00:00Z,Toulouse,quatrième circonscription de la Haute-Garonne,17352,http://www.wikidata.org/entity/Q3295812,https://fr.wikipedia.org/wiki/Martine%20Martinel
Mathieu Hanotin,masculin,Mathieu,Hanotin,1978-08-22T00:00:00Z,Compiègne,deuxième circonscription de la Seine-Saint-Denis,18444,http://www.wikidata.org/entity/Q3298752,https://fr.wikipedia.org/wiki/Mathieu%20Hanotin
Maud Olivier,féminin,Maud,Olivier,1953-02-20T00:00:00Z,Boulogne-Billancourt,cinquième circonscription de l'Essonne,18491,http://www.wikidata.org/entity/Q3300119,https://fr.wikipedia.org/wiki/Maud%20Olivier
Michel Françaix,masculin,Michel,Françaix,1943-05-28T00:00:00Z,Paris,troisième circonscription de l'Oise,3117,http://www.wikidata.org/entity/Q3309676,https://fr.wikipedia.org/wiki/Michel%20Fran%C3%A7aix
Michel Issindou,masculin,Michel,Issindou,1952-07-12T00:00:00Z,Cahors,deuxième circonscription de l'Isère,17330,http://www.wikidata.org/entity/Q3309959,https://fr.wikipedia.org/wiki/Michel%20Issindou
Michel Lefait,masculin,Michel,Lefait,1946-05-20T00:00:00Z,Blendecques,huitième circonscription du Pas-de-Calais,7682,http://www.wikidata.org/entity/Q3310168,https://fr.wikipedia.org/wiki/Michel%20Lefait
Michel Liebgott,masculin,Michel,Liebgott,1958-02-15T00:00:00Z,Algrange,huitième circonscription de la Moselle,7848,http://www.wikidata.org/entity/Q3310197,https://fr.wikipedia.org/wiki/Michel%20Liebgott
Michel Ménard,masculin,Michel,Ménard,1961-05-20T00:00:00Z,Saint-Berthevin-la-Tannière,cinquième circonscription de la Loire-Atlantique,17357,http://www.wikidata.org/entity/Q3310446,https://fr.wikipedia.org/wiki/Michel%20M%C3%A9nard
Michel Pajon,masculin,Michel,Pajon,1949-06-30T00:00:00Z,Drancy,troisième circonscription de la Seine-Saint-Denis,5656,http://www.wikidata.org/entity/Q3310508,https://fr.wikipedia.org/wiki/Michel%20Pajon
Michel Piron,masculin,Michel,Piron,1943-03-15T00:00:00Z,Saumur,quatrième circonscription de Maine-et-Loire,10750,http://www.wikidata.org/entity/Q3310603,https://fr.wikipedia.org/wiki/Michel%20Piron
Michel Pouzol,masculin,Michel,Pouzol,1962-07-05T00:00:00Z,Clermont-Ferrand,troisième circonscription de l'Essonne,18503,http://www.wikidata.org/entity/Q3310625,https://fr.wikipedia.org/wiki/Michel%20Pouzol
Michel Sordi,masculin,Michel,Sordi,1953-11-09T00:00:00Z,Mulhouse,quatrième circonscription du Haut-Rhin,10773,http://www.wikidata.org/entity/Q3310886,https://fr.wikipedia.org/wiki/Michel%20Sordi
Michel Voisin,masculin,Michel,Voisin,1944-10-06T00:00:00Z,Replonges,quatrième circonscription de l'Ain,7394,http://www.wikidata.org/entity/Q3311094,https://fr.wikipedia.org/wiki/Michel%20Voisin
Michel Zumkeller,masculin,Michel,Zumkeller,1966-01-21T00:00:00Z,Belfort,deuxième circonscription du Territoire de Belfort,10792,http://www.wikidata.org/entity/Q3311135,https://fr.wikipedia.org/wiki/Michel%20Zumkeller
Michèle Bonneton,féminin,Michèle,Bonneton,1947-07-15T00:00:00Z,Tullins,neuvième circonscription de l'Isère,18363,http://www.wikidata.org/entity/Q3311582,https://fr.wikipedia.org/wiki/Mich%C3%A8le%20Bonneton
Michèle Fournier-Armand,féminin,Michèle,Fournier-Armand,1946-07-28T00:00:00Z,Avignon,première circonscription de Vaucluse,18426,http://www.wikidata.org/entity/Q3311616,https://fr.wikipedia.org/wiki/Mich%C3%A8le%20Fournier-Armand
Monique Iborra,féminin,Monique,Iborra,1945-03-08T00:00:00Z,El Harrach,sixième circonscription de la Haute-Garonne,17328,http://www.wikidata.org/entity/Q3320860,https://fr.wikipedia.org/wiki/Monique%20Iborra
Monique Orphé,féminin,Monique,Orphé,1964-10-15T00:00:00Z,Saint-Denis,sixième circonscription de La Réunion,18492,http://www.wikidata.org/entity/Q3320904,https://fr.wikipedia.org/wiki/Monique%20Orph%C3%A9
Monique Rabin,féminin,Monique,Rabin,1954-07-02T00:00:00Z,Laval,neuvième circonscription de la Loire-Atlantique,18508,http://www.wikidata.org/entity/Q3320916,https://fr.wikipedia.org/wiki/Monique%20Rabin
Nathalie Chabanne,féminin,Nathalie,Chabanne,1973-01-03T00:00:00Z,Oloron-Sainte-Marie,deuxième circonscription des Pyrénées-Atlantiques,18384,http://www.wikidata.org/entity/Q3336553,https://fr.wikipedia.org/wiki/Nathalie%20Chabanne
Nicolas Dhuicq,masculin,Nicolas,Dhuicq,1960-11-29T00:00:00Z,Paris,première circonscription de l'Aube,17285,http://www.wikidata.org/entity/Q3340260,https://fr.wikipedia.org/wiki/Nicolas%20Dhuicq
Nicole Ameline,féminin,Nicole,Ameline,1952-07-04T00:00:00Z,Saint-Vaast-en-Auge,quatrième circonscription du Calvados,109,http://www.wikidata.org/entity/Q3340996,https://fr.wikipedia.org/wiki/Nicole%20Ameline
Odile Saugues,féminin,Odile,Saugues,1943-01-26T00:00:00Z,Clermont-Ferrand,première circonscription du Puy-de-Dôme,6304,http://www.wikidata.org/entity/Q3349257,https://fr.wikipedia.org/wiki/Odile%20Saugues
Olivier Audibert Troin,masculin,Olivier,Audibert Troin,1960-08-16T00:00:00Z,Draguignan,huitième circonscription du Var,18342,http://www.wikidata.org/entity/Q3350769,https://fr.wikipedia.org/wiki/Olivier%20Audibert-Troin
Olivier Carré,masculin,Olivier,Carré,1961-03-16T00:00:00Z,Orléans,première circonscription du Loiret,17299,http://www.wikidata.org/entity/Q3350896,https://fr.wikipedia.org/wiki/Olivier%20Carr%C3%A9%20%28homme%20politique%29
Olivier Dassault,masculin,Olivier,Dassault,1951-06-01T00:00:00Z,Boulogne-Billancourt,première circonscription de l'Oise,2148,http://www.wikidata.org/entity/Q3350961,https://fr.wikipedia.org/wiki/Olivier%20Dassault
Olivier Falorni,masculin,Olivier,Falorni,1972-03-27T00:00:00Z,Rochefort,première circonscription de la Charente-Maritime,18419,http://www.wikidata.org/entity/Q3351009,https://fr.wikipedia.org/wiki/Olivier%20Falorni
Olivier Faure,masculin,Olivier,Faure,1968-08-18T00:00:00Z,Grenoble,onzième circonscription de Seine-et-Marne,18421,http://www.wikidata.org/entity/Q3351018,https://fr.wikipedia.org/wiki/Olivier%20Faure%20%28homme%20politique%29
Olivier Marleix,masculin,Olivier,Marleix,1971-02-06T00:00:00Z,Boulogne-Billancourt,deuxième circonscription d'Eure-et-Loir,18478,http://www.wikidata.org/entity/Q3351188,https://fr.wikipedia.org/wiki/Olivier%20Marleix
Paola Zanetti,féminin,Paola,Zanetti,1976-09-01T00:00:00Z,Créhange,septième circonscription de la Moselle,18547,http://www.wikidata.org/entity/Q3362584,https://fr.wikipedia.org/wiki/Paola%20Zanetti
Pascal Cherki,masculin,Pascal,Cherki,1966-09-01T00:00:00Z,Paris,onzième circonscription de Paris,18389,http://www.wikidata.org/entity/Q3367334,https://fr.wikipedia.org/wiki/Pascal%20Cherki
Pascal Deguilhem,masculin,Pascal,Deguilhem,1956-02-09T00:00:00Z,Brouchaud,première circonscription de la Dordogne,17291,http://www.wikidata.org/entity/Q3367366,https://fr.wikipedia.org/wiki/Pascal%20Deguilhem
Pascal Popelin,masculin,Pascal,Popelin,1967-02-27T00:00:00Z,Paris,douzième circonscription de la Seine-Saint-Denis,18501,http://www.wikidata.org/entity/Q3367564,https://fr.wikipedia.org/wiki/Pascal%20Popelin
Pascale Got,féminin,Pascale,Got,1961-04-01T00:00:00Z,Royan,cinquième circonscription de la Gironde,17318,http://www.wikidata.org/entity/Q3367676,https://fr.wikipedia.org/wiki/Pascale%20Got
Patrice Carvalho,masculin,Patrice,Carvalho,1952-11-15T00:00:00Z,Compiègne,sixième circonscription de l'Oise,1480,http://www.wikidata.org/entity/Q3368900,https://fr.wikipedia.org/wiki/Patrice%20Carvalho
Patrice Martin-Lalande,masculin,Patrice,Martin-Lalande,1947-12-02T00:00:00Z,Grenoble,deuxième circonscription de Loir-et-Cher,5047,http://www.wikidata.org/entity/Q3368994,https://fr.wikipedia.org/wiki/Patrice%20Martin-Lalande
Patricia Adam,féminin,Patricia,Adam,1953-04-15T00:00:00Z,Saint-Cloud,deuxième circonscription du Finistère,10621,http://www.wikidata.org/entity/Q3369075,https://fr.wikipedia.org/wiki/Patricia%20Adam
Patrick Hetzel,masculin,Patrick,Hetzel,1964-07-02T00:00:00Z,Phalsbourg,septième circonscription du Bas-Rhin,18445,http://www.wikidata.org/entity/Q3369516,https://fr.wikipedia.org/wiki/Patrick%20Hetzel
Patrick Lebreton,masculin,Patrick,Lebreton,1963-09-06T00:00:00Z,Saint-Joseph,quatrième circonscription de La Réunion,17337,http://www.wikidata.org/entity/Q3369610,https://fr.wikipedia.org/wiki/Patrick%20Lebreton
Patrick Lemasle,masculin,Patrick,Lemasle,1952-05-18T00:00:00Z,Saint-Hilaire-du-Harcouët,septième circonscription de la Haute-Garonne,10321,http://www.wikidata.org/entity/Q3369623,https://fr.wikipedia.org/wiki/Patrick%20Lemasle
Guy Teissier,masculin,Guy,Teissier,1945-04-04T00:00:00Z,Marseille,sixième circonscription des Bouches-du-Rhône,6977,http://www.wikidata.org/entity/Q3090,https://fr.wikipedia.org/wiki/Guy%20Teissier
Pierre-Alain Muet,masculin,Pierre-Alain,Muet,1945-01-01T00:00:00Z,Lyon,deuxième circonscription du Rhône,17359,http://www.wikidata.org/entity/Q12922,https://fr.wikipedia.org/wiki/Pierre-Alain%20Muet
Jean-Louis Touraine,masculin,Jean-Louis,Touraine,1945-10-08T00:00:00Z,Lyon,troisième circonscription du Rhône,17381,http://www.wikidata.org/entity/Q12923,https://fr.wikipedia.org/wiki/Jean-Louis%20Touraine
Dominique Nachury,féminin,Dominique,Nachury,1951-06-01T00:00:00Z,Chambéry,quatrième circonscription du Rhône,18485,http://www.wikidata.org/entity/Q12924,https://fr.wikipedia.org/wiki/Dominique%20Nachury
Philippe Cochet,masculin,Philippe,Cochet,1961-05-23T00:00:00Z,Lyon,cinquième circonscription du Rhône,10650,http://www.wikidata.org/entity/Q12925,https://fr.wikipedia.org/wiki/Philippe%20Cochet
Pascale Crozon,féminin,Pascale,Crozon,1944-05-20T00:00:00Z,Morillon,sixième circonscription du Rhône,17295,http://www.wikidata.org/entity/Q12926,https://fr.wikipedia.org/wiki/Pascale%20Crozon
Patrice Verchère,masculin,Patrice,Verchère,1973-12-29T00:00:00Z,Le Coteau,huitième circonscription du Rhône,17213,http://www.wikidata.org/entity/Q12930,https://fr.wikipedia.org/wiki/Patrice%20Verch%C3%A8re
Bernard Perrut,masculin,Bernard,Perrut,1957-01-24T00:00:00Z,Villefranche-sur-Saône,neuvième circonscription du Rhône,5827,http://www.wikidata.org/entity/Q12931,https://fr.wikipedia.org/wiki/Bernard%20Perrut
Christophe Guilloteau,masculin,Christophe,Guilloteau,1958-06-18T00:00:00Z,Lyon,dixième circonscription du Rhône,758,http://www.wikidata.org/entity/Q12934,https://fr.wikipedia.org/wiki/Christophe%20Guilloteau
Georges Fenech,masculin,Georges,Fenech,1954-10-26T00:00:00Z,Sousse,onzième circonscription du Rhône,10672,http://www.wikidata.org/entity/Q12937,https://fr.wikipedia.org/wiki/Georges%20Fenech
Michel Terrot,masculin,Michel,Terrot,1948-12-18T00:00:00Z,Lyon,douzième circonscription du Rhône,6997,http://www.wikidata.org/entity/Q12939,https://fr.wikipedia.org/wiki/Michel%20Terrot
Philippe Meunier,masculin,Philippe,Meunier,1966-03-16T00:00:00Z,Bron,treizième circonscription du Rhône,17358,http://www.wikidata.org/entity/Q12941,https://fr.wikipedia.org/wiki/Philippe%20Meunier
Yves Blein,masculin,Yves,Blein,1954-10-12T00:00:00Z,Lyon,quatorzième circonscription du Rhône,18360,http://www.wikidata.org/entity/Q12943,https://fr.wikipedia.org/wiki/Yves%20Blein
Nicolas Dupont-Aignan,masculin,Nicolas,Dupont-Aignan,1961-03-07T00:00:00Z,Paris,huitième circonscription de l'Essonne,2721,http://www.wikidata.org/entity/Q12961,https://fr.wikipedia.org/wiki/Nicolas%20Dupont-Aignan
François-Xavier Villain,masculin,François-Xavier,Villain,1950-05-31T00:00:00Z,Abbeville,dix-huitième circonscription du Nord,10788,http://www.wikidata.org/entity/Q12964,https://fr.wikipedia.org/wiki/Fran%C3%A7ois-Xavier%20Villain
Jean-François Copé,masculin,Jean-François,Copé,1964-05-05T00:00:00Z,Boulogne-Billancourt,sixième circonscription de Seine-et-Marne,1950,http://www.wikidata.org/entity/Q62354,https://fr.wikipedia.org/wiki/Jean-Fran%C3%A7ois%20Cop%C3%A9
Marylise Lebranchu,féminin,Marylise,Lebranchu,1947-04-25T00:00:00Z,Loudéac,quatrième circonscription du Finistère,7649,http://www.wikidata.org/entity/Q63275,https://fr.wikipedia.org/wiki/Marylise%20Lebranchu
Dominique Bussereau,masculin,Dominique,Bussereau,1952-07-13T00:00:00Z,Tours,quatrième circonscription de la Charente-Maritime,1326,http://www.wikidata.org/entity/Q63628,https://fr.wikipedia.org/wiki/Dominique%20Bussereau
Éric Ciotti,masculin,Éric,Ciotti,1965-09-28T00:00:00Z,Nice,première circonscription des Alpes-Maritimes,17297,http://www.wikidata.org/entity/Q1844180,https://fr.wikipedia.org/wiki/%C3%89ric%20Ciotti
Rudy Salles,masculin,Rudy,Salles,1954-07-30T00:00:00Z,Nice,troisième circonscription des Alpes-Maritimes,6257,http://www.wikidata.org/entity/Q1862692,https://fr.wikipedia.org/wiki/Rudy%20Salles
Patrick Bloche,masculin,Patrick,Bloche,1956-07-04T00:00:00Z,Neuilly-sur-Seine,septième circonscription de Paris,872,http://www.wikidata.org/entity/Q1887194,https://fr.wikipedia.org/wiki/Patrick%20Bloche
Daniel Vaillant,masculin,Daniel,Vaillant,1949-07-19T00:00:00Z,Lormes,dix-septième circonscription de Paris,7200,http://www.wikidata.org/entity/Q1905371,https://fr.wikipedia.org/wiki/Daniel%20Vaillant
Gilbert Collard,masculin,Gilbert,Collard,1948-02-03T00:00:00Z,Marseille,deuxième circonscription du Gard,18393,http://www.wikidata.org/entity/Q1922673,https://fr.wikipedia.org/wiki/Gilbert%20Collard
Charles-Ange Ginésy,masculin,Charles-Ange,Ginésy,1956-05-14T00:00:00Z,Nice,deuxième circonscription des Alpes-Maritimes,14359,http://www.wikidata.org/entity/Q1967563,https://fr.wikipedia.org/wiki/Charles-Ange%20Gin%C3%A9sy
Anne-Lise Dufour-Tonini,féminin,Anne-Lise,Dufour-Tonini,1970-03-02T00:00:00Z,Denain,dix-neuvième circonscription du Nord,18415,http://www.wikidata.org/entity/Q2850811,https://fr.wikipedia.org/wiki/Anne-Lise%20Dufour-Tonini
Anne-Yvonne Le Dain,féminin,Anne-Yvonne,Le Dain,1955-09-01T00:00:00Z,Versailles,deuxième circonscription de l'Hérault,18460,http://www.wikidata.org/entity/Q2850946,https://fr.wikipedia.org/wiki/Anne-Yvonne%20Le%20Dain
Annick Le Loch,féminin,Annick,Le Loch,1954-11-04T00:00:00Z,Pont-l'Abbé,septième circonscription du Finistère,17339,http://www.wikidata.org/entity/Q2851590,https://fr.wikipedia.org/wiki/Annick%20Le%20Loch
Annick Lepetit,féminin,Annick,Lepetit,1958-03-31T00:00:00Z,Boulogne-Billancourt,troisième circonscription de Paris,10720,http://www.wikidata.org/entity/Q2851591,https://fr.wikipedia.org/wiki/Annick%20Lepetit
Antoine Herth,masculin,Antoine,Herth,1963-02-14T00:00:00Z,Sélestat,cinquième circonscription du Bas-Rhin,10696,http://www.wikidata.org/entity/Q2854054,https://fr.wikipedia.org/wiki/Antoine%20Herth
